2,1,12.5,48,5,2,2,0.3333333,0.8,0,"[250, 62]","[13, 15]","[11, 6]",0.0837412400027188,0.08451848125624327,0.08300320672283532
2,2,12.5,48,5,2,2,0.3333333,0.8,0,"[250, 62]","[13, 15]","[13, 7]",0.08193974833905428,0.08297343908150893,0.08413258339897677
2,3,12.5,48,5,2,2,0.3333333,0.8,0,"[250, 62]","[13, 15]","[15, 8]",0.08368429086528913,0.0868067965786122,0.08433668703646595
2,4,12.5,48,5,2,2,0.3333333,0.8,0,"[250, 62]","[13, 15]","[16, 8]",0.08416180568514836,0.08566452999082405,0.08375194408144476
2,5,12.5,48,5,2,2,0.3333333,0.8,0,"[250, 62]","[13, 15]","[18, 9]",0.08450585287838053,0.08554066586930134,0.0841890532886597
2,6,12.5,48,5,2,2,0.3333333,0.8,0,"[250, 62]","[13, 15]","[19, 9]",0.08410706943718319,0.08382782427991829,0.08490694424347568
2,7,12.5,48,5,2,2,0.3333333,0.8,0,"[250, 62]","[13, 15]","[20, 10]",0.08459085107756262,0.08403670742493173,0.08566527057346701
2,8,12.5,48,5,2,2,0.3333333,0.8,0,"[250, 62]","[13, 15]","[21, 10]",0.08408975091149104,0.0844846193285366,0.08396299653557275
2,9,12.5,48,5,2,2,0.3333333,0.8,0,"[250, 62]","[13, 15]","[22, 10]",0.08529098909434488,0.08435674600013995,0.08368454502128035
2,10,12.5,48,5,2,2,0.3333333,0.8,0,"[250, 62]","[13, 15]","[24, 10]",0.08385703104382153,0.08487780152218556,0.08348871491032414
2,11,12.5,48,5,2,2,0.3333333,0.8,0,"[250, 62]","[13, 15]","[25, 10]",0.08528507254204296,0.08377489938869082,0.08423842923596067
2,12,12.5,48,5,2,2,0.3333333,0.8,0,"[250, 62]","[13, 15]","[26, 11]",0.0842317597621093,0.0849792298135823,0.08462290826899545
2,13,12.5,48,5,2,2,0.3333333,0.8,0,"[250, 62]","[13, 15]","[26, 11]",0.08404667535009619,0.08401455204215626,0.08384800771628372
2,14,12.5,48,5,2,2,0.3333333,0.8,0,"[250, 62]","[13, 15]","[28, 11]",0.08450236403975805,0.08408568043937312,0.08423721656085897
2,15,12.5,48,5,2,2,0.3333333,0.8,0,"[250, 62]","[13, 15]","[30, 11]",0.08399964689878338,0.08395553019798283,0.08405582098660962
2,16,12.5,48,5,2,2,0.3333333,0.8,0,"[250, 62]","[13, 15]","[32, 12]",0.08337242704913878,0.08406554082208544,0.08490280684856738
2,17,12.5,48,5,2,2,0.3333333,0.8,0,"[250, 62]","[13, 15]","[34, 11]",0.0843706716295551,0.08458839504899289,0.084976509232922
2,18,12.5,48,5,2,2,0.3333333,0.8,0,"[250, 62]","[13, 15]","[33, 12]",0.08508922941020283,0.0848535184676847,0.08548724142929781
2,19,12.5,48,5,2,2,0.3333333,0.8,0,"[250, 62]","[13, 15]","[34, 13]",0.08519755929584329,0.08470185133813599,0.08408396002110953
2,20,12.5,48,5,2,2,0.3333333,0.8,0,"[250, 62]","[13, 15]","[37, 12]",0.0848985910716321,0.0851017530663432,0.08427187550633286
2,21,12.5,48,5,2,2,0.3333333,0.8,0,"[250, 62]","[13, 15]","[39, 13]",0.08423306190863121,0.08512095329676322,0.08527964864399445
2,22,12.5,48,5,2,2,0.3333333,0.8,0,"[250, 62]","[13, 15]","[40, 13]",0.08534947589389857,0.08539071811544839,0.08582878733444729
2,23,12.5,48,5,2,2,0.3333333,0.8,0,"[250, 62]","[13, 15]","[42, 13]",0.08560242707931023,0.08593010345206296,0.08469916604104964
2,24,12.5,48,5,2,2,0.3333333,0.8,0,"[250, 62]","[13, 15]","[45, 13]",0.08552537300522382,0.08489653020751316,0.08541652792568791
2,25,12.5,48,5,2,2,0.3333333,0.8,0,"[250, 62]","[13, 15]","[44, 13]",0.08529164604513707,0.08565939176135313,0.08553597529190676
2,26,12.5,48,5,2,2,0.3333333,0.8,0,"[250, 62]","[13, 15]","[46, 13]",0.08590862448464646,0.08586038480715269,0.08576150311996489
2,27,12.5,48,5,2,2,0.3333333,0.8,0,"[250, 62]","[13, 15]","[48, 13]",0.0860424837106799,0.08577861193046527,0.0854292897382915
2,28,12.5,48,5,2,2,0.3333333,0.8,0,"[250, 62]","[13, 15]","[52, 13]",0.08596636198677943,0.08704130860819595,0.08660099266265124
2,29,12.5,48,5,2,2,0.3333333,0.8,0,"[250, 62]","[13, 15]","[58, 13]",0.08735477333323982,0.08730910571313281,0.08714957105595723
2,30,12.5,48,5,2,2,0.3333333,0.8,0,"[250, 62]","[13, 15]","[57, 14]",0.08729916093511193,0.08755201024938246,0.08814482839567364
2,31,12.5,48,5,2,2,0.3333333,0.8,0,"[250, 62]","[13, 15]","[55, 15]",0.08877663039692962,0.0897195457417883,0.08848642836846919
