0,"[125, 31]",2.018206328891696
1,"[124, 31]",2.0094350859841663
2,"[124, 30]",1.9995578555910498
3,"[124, 30]",1.9995578555910498
4,"[124, 30]",1.9995578555910498
5,"[124, 30]",1.9995578555910498
6,"[124, 30]",1.9995578555910498
7,"[124, 30]",1.9995578555910498
8,"[124, 30]",1.9995578555910498
9,"[124, 30]",1.9995578555910498
10,"[124, 30]",1.9995578555910498
11,"[124, 30]",1.9995578555910498
12,"[124, 30]",1.9995578555910498
13,"[121, 30]",1.9711840646290626
14,"[121, 30]",1.9711840646290626
15,"[119, 30]",1.947717110368296
16,"[119, 30]",1.947717110368296
17,"[119, 30]",1.947717110368296
18,"[119, 30]",1.947717110368296
19,"[119, 30]",1.947717110368296
20,"[119, 25]",1.9427129853115157
21,"[119, 25]",1.9427129853115157
22,"[119, 25]",1.9427129853115157
23,"[119, 25]",1.9427129853115157
24,"[119, 25]",1.9427129853115157
25,"[119, 25]",1.9427129853115157
26,"[119, 25]",1.9427129853115157
27,"[117, 25]",1.9403670486252087
28,"[117, 24]",1.9283487547095306
29,"[117, 24]",1.9283487547095306
30,"[116, 24]",1.919480700732362
31,"[116, 25]",1.9095256341923812
32,"[116, 25]",1.9095256341923812
33,"[115, 25]",1.9076692535434228
34,"[115, 25]",1.9076692535434228
35,"[115, 23]",1.906680035664494
36,"[115, 23]",1.906680035664494
37,"[115, 23]",1.906680035664494
38,"[115, 23]",1.906680035664494
39,"[115, 23]",1.906680035664494
40,"[115, 23]",1.906680035664494
41,"[115, 23]",1.906680035664494
42,"[115, 23]",1.906680035664494
43,"[115, 23]",1.906680035664494
44,"[115, 23]",1.906680035664494
45,"[115, 23]",1.906680035664494
46,"[115, 23]",1.906680035664494
47,"[115, 28]",1.9016979616429266
48,"[115, 28]",1.9016979616429266
49,"[115, 28]",1.9016979616429266
50,"[115, 28]",1.9016979616429266
51,"[115, 28]",1.9016979616429266
52,"[111, 28]",1.8710898091670642
53,"[111, 28]",1.8710898091670642
54,"[111, 28]",1.8710898091670642
55,"[111, 28]",1.8710898091670642
56,"[107, 28]",1.8337860396307253
57,"[107, 28]",1.8337860396307253
58,"[107, 28]",1.8337860396307253
59,"[107, 28]",1.8337860396307253
60,"[107, 28]",1.8337860396307253
61,"[107, 28]",1.8337860396307253
62,"[106, 28]",1.8248552614280051
63,"[106, 28]",1.8248552614280051
64,"[106, 28]",1.8248552614280051
65,"[106, 26]",1.8228007383808815
66,"[106, 26]",1.8228007383808815
67,"[106, 26]",1.8228007383808815
68,"[105, 26]",1.8158695339859925
69,"[105, 27]",1.813246009001413
70,"[105, 27]",1.813246009001413
71,"[104, 27]",1.7988585388739895
72,"[104, 27]",1.7988585388739895
73,"[104, 27]",1.7988585388739895
74,"[104, 27]",1.7988585388739895
75,"[104, 27]",1.7988585388739895
76,"[104, 27]",1.7988585388739895
77,"[104, 27]",1.7988585388739895
78,"[104, 27]",1.7988585388739895
79,"[101, 27]",1.7763268489261523
80,"[100, 27]",1.7709967791748042
81,"[100, 27]",1.7709967791748042
82,"[100, 27]",1.7709967791748042
83,"[100, 27]",1.7709967791748042
84,"[100, 25]",1.762441158132197
85,"[100, 26]",1.7525442672649896
86,"[100, 26]",1.7525442672649896
87,"[100, 26]",1.7525442672649896
88,"[100, 26]",1.7525442672649896
89,"[100, 26]",1.7525442672649896
90,"[97, 26]",1.7462639771147532
91,"[96, 26]",1.7230049916185333
92,"[96, 28]",1.721360490627888
93,"[96, 28]",1.721360490627888
94,"[94, 28]",1.7026316861094328
95,"[94, 28]",1.7026316861094328
96,"[94, 28]",1.7026316861094328
97,"[94, 28]",1.7026316861094328
98,"[94, 29]",1.6981723989745872
99,"[94, 29]",1.6981723989745872
100,"[92, 29]",1.685791291535246
