Player ID,Arrival Date,Exit Location,Descision date 0,Descision date 1,Descision date 2,Server Used for Station  0,Server Used for Station  1,Service Start Time for Station 0,Service Start Time for Station 1,Service Time for Station  0,Service Time for Station  1,Service End Time for Station 0,Service End Time for Station 1,Skip Decision for Station 0,Skip Decision for Station 1,Wait for Station 0,Wait for Station 1,Cost for Station 0,Cost for Station 1,Station 0 Expected Cost,Station 1 Expected Cost,Decision at 0,Decision at 1
0,0.47999831649670743,1,0.47999831649670743,2.5895571154970822,DNF,0,0,0.47999831649670743,2.5895571154970822,2.109558799000375,1.0896218729457325,2.5895571154970822,3.679178988442815,False,False,0.0,0.0,2.109558799000375,1.0896218729457325,0,1.0,Correct,Incorrect
1,0.7628816614190215,1,0.7628816614190215,0.8048103940011072,DNF,1,0,0.7628816614190215,0.8048103940011072,0.04192873258208572,1.3406016865092287,0.8048103940011072,2.145412080510336,False,False,0.0,0.0,0.04192873258208572,1.3406016865092287,1.0,0,Correct,Incorrect
2,1.195207906458517,1,1.195207906458517,3.0097476675823094,DNF,1,1,1.195207906458517,3.0323405014753577,1.8145397611237926,0.08904530166319455,3.0097476675823094,3.121385803138552,False,False,0.0,0.022592833893048336,1.8145397611237926,0.11163813555624288,1.0,1.0,Correct,Correct
3,2.3550903073283105,1,2.3550903073283105,2.765931293944608,DNF,0,1,2.5895571154970822,2.765931293944608,0.17637417844752562,0.2664092075307496,2.765931293944608,3.0323405014753577,False,False,0.23446680816877175,0.0,0.41084098661629737,0.2664092075307496,1.0,1.0,Correct,Correct
4,2.42217517358133,0,2.42217517358133,DNF,DNF,0,DNF,2.765931293944608,DNF,0.2534029987080655,DNF,3.0193342926526734,DNF,False,DNF,0.34375612036327796,DNF,0.5971591190713434,DNF,1.5,DNF,Correct,DNF
5,2.559690679298341,1,2.559690679298341,2.559690679298341,DNF,N/A,1,N\A,2.559690679298341,0,0.00741111742213773,N/A,2.5671017967204786,True,False,0,0.0,10,0.00741111742213773,2.5,1.0,Correct,Correct
6,2.691273420779505,0,2.691273420779505,DNF,DNF,1,DNF,3.0097476675823094,DNF,0.9704574201440269,DNF,3.980205087726336,DNF,False,DNF,0.31847424680280456,DNF,1.2889316669468314,DNF,2.0,DNF,Correct,DNF
7,5.297535053160763,1,5.297535053160763,5.9673537592341335,DNF,0,1,5.297535053160763,5.9673537592341335,0.6698187060733705,1.2779688336062585,5.9673537592341335,7.245322592840392,False,False,0.0,0.0,0.6698187060733705,1.2779688336062585,2.0,1.5,Correct,Incorrect
8,5.863823950422615,1,5.863823950422615,6.2008560314180645,DNF,1,0,5.863823950422615,6.2008560314180645,0.3370320809954488,1.7076516733520402,6.2008560314180645,7.908507704770105,False,False,0.0,0.0,0.3370320809954488,1.7076516733520402,1.0,1.0,Correct,Incorrect
9,7.324562053122138,0,7.324562053122138,DNF,DNF,0,DNF,7.324562053122138,DNF,0.7061913769131911,DNF,8.030753430035329,DNF,False,DNF,0.0,DNF,0.7061913769131911,DNF,1.0,DNF,Correct,DNF
10,7.5250190072088285,1,7.5250190072088285,9.13877590644996,DNF,1,1,7.5250190072088285,9.13877590644996,1.613756899241131,0.010471455457278806,9.13877590644996,9.149247361907237,False,False,0.0,0.0,1.613756899241131,0.010471455457278806,1.0,1.0,Correct,Correct
11,8.80730663793579,1,8.80730663793579,9.182758734460505,DNF,0,0,8.80730663793579,9.182758734460505,0.37545209652471484,1.151639168934273,9.182758734460505,10.334397903394777,False,False,0.0,0.0,0.37545209652471484,1.151639168934273,1.0,1.0,Correct,Incorrect
12,8.873198555293099,1,8.873198555293099,9.51386649612267,DNF,1,1,9.13877590644996,9.51386649612267,0.3750905896727112,0.9761257227248721,9.51386649612267,10.489992218847542,False,False,0.26557735115686043,0.0,0.6406679408295717,0.9761257227248721,1.0,1.0,Correct,Correct
13,9.151945464812506,0,9.151945464812506,DNF,DNF,0,DNF,9.182758734460505,DNF,1.8936622395678155,DNF,11.07642097402832,DNF,False,DNF,0.030813269647998354,DNF,1.924475509215814,DNF,1.5,DNF,Correct,DNF
14,9.210392091941234,0,9.210392091941234,DNF,DNF,1,DNF,9.51386649612267,DNF,0.6476865400987772,DNF,10.161553036221447,DNF,False,DNF,0.30347440418143634,DNF,0.9511609442802136,DNF,1.5,DNF,Correct,DNF
15,9.818539730151222,0,9.818539730151222,DNF,DNF,1,DNF,10.161553036221447,DNF,2.597234734879247,DNF,12.758787771100694,DNF,False,DNF,0.3430133060702243,DNF,2.9402480409494713,DNF,1.5,DNF,Correct,DNF
16,10.442795586580322,0,10.442795586580322,DNF,DNF,0,DNF,11.07642097402832,DNF,0.03895511637500729,DNF,11.115376090403327,DNF,False,DNF,0.6336253874479976,DNF,0.6725805038230048,DNF,1.5,DNF,Correct,DNF
17,10.57574165480499,0,10.57574165480499,DNF,DNF,0,DNF,11.115376090403327,DNF,2.465092481980674,DNF,13.580468572384001,DNF,False,DNF,0.5396344355983373,DNF,3.0047269175790112,DNF,1.5,DNF,Correct,DNF
18,10.886534084956086,1,10.886534084956086,10.886534084956086,DNF,N/A,0,N\A,10.886534084956086,0,1.9771993816420923,N/A,12.863733466598179,True,False,0,0.0,10,1.9771993816420923,2.5,1.0,Correct,Incorrect
19,11.42603829089605,0,11.42603829089605,DNF,DNF,1,DNF,12.758787771100694,DNF,0.26846368986991465,DNF,13.027251460970609,DNF,False,DNF,1.3327494802046438,DNF,1.6012131700745584,DNF,2.0,DNF,Correct,DNF
20,11.555992745346208,1,11.555992745346208,14.299611337594827,DNF,1,0,13.027251460970609,14.299611337594827,1.272359876624219,0.1549538950032579,14.299611337594827,14.454565232598085,False,False,1.4712587156244012,0.0,2.7436185922486205,0.1549538950032579,1.5,1.5,Correct,Correct
21,11.78506450547089,1,11.78506450547089,11.78506450547089,DNF,N/A,1,N\A,11.78506450547089,0,2.1845844814641433,N/A,13.969648986935034,True,False,0,0.0,10,2.1845844814641433,2.5,1.0,Correct,Incorrect
22,12.630526052925429,1,12.630526052925429,12.630526052925429,DNF,N/A,0,N\A,12.863733466598179,0,0.43270843689288474,N/A,13.296441903491063,True,False,0,0.23320741367274955,10,0.6659158505656343,2.5,1.0,Correct,Correct
23,12.895320874152807,0,12.895320874152807,DNF,DNF,0,DNF,13.580468572384001,DNF,0.29508070666077335,DNF,13.875549279044774,DNF,False,DNF,0.6851476982311944,DNF,0.9802284048919677,DNF,2.0,DNF,Correct,DNF
24,13.495932662245245,0,13.495932662245245,DNF,DNF,0,DNF,13.875549279044774,DNF,0.1812733163371513,DNF,14.056822595381925,DNF,False,DNF,0.3796166167995292,DNF,0.5608899331366805,DNF,2.0,DNF,Correct,DNF
25,16.42202289709173,0,16.42202289709173,DNF,DNF,0,DNF,16.42202289709173,DNF,1.0099171267870182,DNF,17.43194002387875,DNF,False,DNF,0.0,DNF,1.0099171267870182,DNF,2.0,DNF,Correct,DNF
26,16.49557046614648,1,16.49557046614648,17.771464412407042,DNF,1,1,16.49557046614648,17.810015874158733,1.275893946260563,1.6339153539889164,17.771464412407042,19.443931228147648,False,False,0.0,0.03855146175169111,1.275893946260563,1.6724668157406075,1.0,1.0,Correct,Incorrect
27,16.63950703287591,0,16.63950703287591,DNF,DNF,0,DNF,17.43194002387875,DNF,0.4809871553527251,DNF,17.912927179231474,DNF,False,DNF,0.7924329910028405,DNF,1.2734201463555657,DNF,1.0,DNF,Correct,DNF
28,16.9218967646136,1,16.9218967646136,19.78077312995593,DNF,1,1,17.771464412407042,19.78077312995593,2.0093087175488877,0.47550829920414056,19.78077312995593,20.25628142916007,False,False,0.8495676477934424,0.0,2.85887636534233,0.47550829920414056,1.5,1.5,Correct,Correct
29,17.155580768656385,1,17.155580768656385,17.155580768656385,DNF,N/A,1,N\A,17.155580768656385,0,0.6544351055023464,N/A,17.810015874158733,True,False,0,0.0,10,0.6544351055023464,2.5,1.0,Correct,Correct
30,17.530673440203827,0,17.530673440203827,DNF,DNF,0,DNF,17.912927179231474,DNF,0.7485373107039126,DNF,18.661464489935387,DNF,False,DNF,0.3822537390276466,DNF,1.1307910497315592,DNF,2.0,DNF,Correct,DNF
31,17.559198390935396,1,17.559198390935396,17.559198390935396,DNF,N/A,0,N\A,17.559198390935396,0,0.6943038803124357,N/A,18.253502271247832,True,False,0,0.0,10,0.6943038803124357,2.5,1.0,Correct,Correct
32,18.41289319666742,1,18.41289319666742,18.93333294045783,DNF,0,0,18.661464489935387,18.93333294045783,0.2718684505224425,0.26549464589479116,18.93333294045783,19.19882758635262,False,False,0.24857129326796823,0.0,0.5204397437904107,0.26549464589479116,2.0,1.5,Correct,Correct
33,18.93641031337158,1,18.93641031337158,19.01401193310898,DNF,0,0,18.93641031337158,19.19882758635262,0.07760161973739643,1.39091552077205,19.01401193310898,20.589743107124672,False,False,0.0,0.18481565324364269,0.07760161973739643,1.5757311740156927,2.0,1.0,Correct,Incorrect
34,20.442333736550772,0,20.442333736550772,DNF,DNF,0,DNF,20.442333736550772,DNF,0.05347737612840783,DNF,20.49581111267918,DNF,False,DNF,0.0,DNF,0.05347737612840783,DNF,1.0,DNF,Correct,DNF
35,21.872026485214768,1,21.872026485214768,21.888876195226853,DNF,1,1,21.872026485214768,21.888876195226853,0.016849710012086343,0.3119834837671022,21.888876195226853,22.200859678993954,False,False,0.0,0.0,0.016849710012086343,0.3119834837671022,1.0,1.5,Correct,Correct
36,21.900489076884853,0,21.900489076884853,DNF,DNF,0,DNF,21.900489076884853,DNF,2.9808371509734957,DNF,24.88132622785835,DNF,False,DNF,0.0,DNF,2.9808371509734957,DNF,1.0,DNF,Correct,DNF
37,22.15590947252386,1,22.15590947252386,22.306340442857024,DNF,1,0,22.15590947252386,22.306340442857024,0.15043097033316605,0.8664315511438719,22.306340442857024,23.172771994000897,False,False,0.0,0.0,0.15043097033316605,0.8664315511438719,1.0,1.0,Correct,Correct
38,22.21768604595439,1,22.21768604595439,22.488039692264994,DNF,1,1,22.306340442857024,22.488039692264994,0.18169924940797058,3.4029602638729175,22.488039692264994,25.89099995613791,False,False,0.08865439690263344,0.0,0.270353646310604,3.4029602638729175,1.0,1.0,Correct,Incorrect
39,22.85605890044865,0,22.85605890044865,DNF,DNF,1,DNF,22.85605890044865,DNF,3.5251581895738786,DNF,26.38121709002253,DNF,False,DNF,0.0,DNF,3.5251581895738786,DNF,1.5,DNF,Correct,DNF
40,22.8783169559217,0,22.8783169559217,DNF,DNF,0,DNF,24.88132622785835,DNF,2.563423168927645,DNF,27.444749396785994,DNF,False,DNF,2.003009271936648,DNF,4.566432440864293,DNF,1.0,DNF,Correct,DNF
41,23.626210417639033,0,23.626210417639033,DNF,DNF,1,DNF,26.38121709002253,DNF,0.6007734612263712,DNF,26.981990551248902,DNF,False,DNF,2.755006672383498,DNF,3.355780133609869,DNF,1.5,DNF,Correct,DNF
42,23.739340123769438,1,23.739340123769438,23.739340123769438,DNF,N/A,0,N\A,23.739340123769438,0,1.3868186254566799,N/A,25.126158749226118,True,False,0,0.0,10,1.3868186254566799,2.5,1.0,Correct,Incorrect
43,26.054805142454537,1,26.054805142454537,27.206287465594993,DNF,1,0,26.981990551248902,27.206287465594993,0.22429691434609117,3.0027979237891573,27.206287465594993,30.20908538938415,False,False,0.9271854087943652,0.0,1.1514823231404563,3.0027979237891573,2.0,1.0,Correct,Incorrect
44,26.215988260174534,1,26.215988260174534,26.215988260174534,DNF,N/A,0,N\A,26.215988260174534,0,0.16397473438862195,N/A,26.379962994563154,True,False,0,0.0,10,0.16397473438862195,2.5,1.0,Correct,Correct
45,26.219208624357336,1,26.219208624357336,26.219208624357336,DNF,N/A,1,N\A,26.219208624357336,0,0.9665090433656686,N/A,27.185717667723004,True,False,0,0.0,10,0.9665090433656686,2.5,1.0,Correct,Correct
46,27.510948572204022,0,27.510948572204022,DNF,DNF,1,DNF,27.510948572204022,DNF,3.032083080234857,DNF,30.543031652438877,DNF,False,DNF,0.0,DNF,3.032083080234857,DNF,2.0,DNF,Correct,DNF
47,27.73185507913563,1,27.73185507913563,27.861440877806963,DNF,0,1,27.73185507913563,27.861440877806963,0.1295857986713315,1.0037602640017036,27.861440877806963,28.865201141808665,False,False,0.0,0.0,0.1295857986713315,1.0037602640017036,1.0,1.0,Correct,Incorrect
48,28.21704420395823,1,28.21704420395823,29.087897536510987,DNF,0,1,28.21704420395823,29.087897536510987,0.870853332552755,0.8329103241241077,29.087897536510987,29.920807860635094,False,False,0.0,0.0,0.870853332552755,0.8329103241241077,1.0,1.0,Correct,Correct
49,28.230460899092922,0,28.230460899092922,DNF,DNF,0,DNF,29.087897536510987,DNF,0.23968707942684483,DNF,29.32758461593783,DNF,False,DNF,0.8574366374180649,DNF,1.0971237168449097,DNF,1.0,DNF,Correct,DNF
50,28.4549608142497,0,28.4549608142497,DNF,DNF,0,DNF,29.32758461593783,DNF,0.6784138319059526,DNF,30.005998447843783,DNF,False,DNF,0.8726238016881318,DNF,1.5510376335940843,DNF,1.5,DNF,Correct,DNF
51,29.168536243310452,1,29.168536243310452,30.533503791677102,DNF,0,1,30.005998447843783,30.533503791677102,0.5275053438333202,1.3314808316703792,30.533503791677102,31.864984623347482,False,False,0.8374622045333311,0.0,1.3649675483666512,1.3314808316703792,2.0,1.0,Correct,Incorrect
52,29.416573550493027,1,29.416573550493027,32.53509532190168,DNF,0,0,30.533503791677102,32.53509532190168,2.0015915302245744,0.5063407919671757,32.53509532190168,33.041436113868855,False,False,1.1169302411840754,0.0,3.1185217714086497,0.5063407919671757,2.0,1.0,Correct,Correct
53,32.295884174167945,1,32.295884174167945,32.90422471182324,DNF,1,1,32.295884174167945,32.90422471182324,0.6083405376552916,4.8384591171222535,32.90422471182324,37.742683828945495,False,False,0.0,0.0,0.6083405376552916,4.8384591171222535,2.0,1.0,Correct,Incorrect
54,32.65854341596083,0,32.65854341596083,DNF,DNF,0,DNF,32.65854341596083,DNF,1.353483335825583,DNF,34.01202675178641,DNF,False,DNF,0.0,DNF,1.353483335825583,DNF,1.5,DNF,Correct,DNF
