2,0.2,9.9,3.1,1,1,2,1,0.9,0,"[38, 6]","[13, 3]","[19, 3]","[11, 3]",0.13831218072270088,0.12024795578895246,0.1362212275698025,0.14615660067199215
2,0.4,9.9,3.1,1,1,2,1,0.9,0,"[38, 6]","[17, 3]","[19, 3]","[12, 3]",0.12384604386402649,0.1251259719437923,0.1292562366616608,0.141322607629696
2,0.6,9.9,3.1,1,1,2,1,0.9,0,"[38, 6]","[21, 3]","[18, 3]","[14, 3]",0.14542042805713806,0.1281142214325473,0.13672394973419805,0.14029816981087484
2,0.8,9.9,3.1,1,1,2,1,0.9,0,"[38, 6]","[19, 3]","[18, 3]","[16, 3]",0.14526413417787412,0.13158262271804116,0.1429490559714489,0.139096242962378
2,1.0,9.9,3.1,1,1,2,1,0.9,0,"[38, 6]","[20, 3]","[17, 3]","[18, 3]",0.14984668758370695,0.13485258280761306,0.14428060688095212,0.1434370342344422
2,1.2,9.9,3.1,1,1,2,1,0.9,0,"[38, 6]","[34, 3]","[17, 3]","[18, 3]",0.14672471882349855,0.14338210509341195,0.15351899666652852,0.1508369333852594
2,1.4,9.9,3.1,1,1,2,1,0.9,0,"[38, 6]","[19, 2]","[17, 3]","[18, 3]",0.14830546305996062,0.14487196748554226,0.15036154730509851,0.163653374790286
2,1.6,9.9,3.1,1,1,2,1,0.9,0,"[38, 6]","[16, 3]","[16, 2]","[19, 2]",0.1474632648679253,0.14227601883871815,0.15013239930023103,0.1448383153543756
2,1.8,9.9,3.1,1,1,2,1,0.9,0,"[38, 6]","[8, 6]","[16, 2]","[18, 2]",0.157385160305733,0.14786433606193564,0.15469508291741377,0.16414820429471547
2,2.0,9.9,3.1,1,1,2,1,0.9,0,"[38, 6]","[18, 3]","[16, 2]","[18, 2]",0.15946426666617208,0.1536144888756965,0.1663070641998527,0.16702882386631993
2,2.2,9.9,3.1,1,1,2,1,0.9,0,"[38, 6]","[28, 3]","[15, 2]","[17, 2]",0.15848143616313443,0.15542826934036075,0.15876504539185055,0.16610846868292756
2,2.4,9.9,3.1,1,1,2,1,0.9,0,"[38, 6]","[30, 3]","[15, 2]","[17, 2]",0.1662816307525374,0.15998041728300386,0.16953857653658666,0.16136743675398
2,2.6,9.9,3.1,1,1,2,1,0.9,0,"[38, 6]","[35, 3]","[14, 2]","[17, 2]",0.17603482940672627,0.1649773799620603,0.1714945122283612,0.1734901686060735
2,2.8,9.9,3.1,1,1,2,1,0.9,0,"[38, 6]","[37, 3]","[14, 2]","[16, 2]",0.17433525114740162,0.164653596911035,0.17516411795213288,0.1749739771507237
2,3.0,9.9,3.1,1,1,2,1,0.9,0,"[38, 6]","[33, 5]","[14, 2]","[16, 2]",0.17708820312011656,0.169811252454025,0.18663482046231863,0.17977672241219825
2,3.2,9.9,3.1,1,1,2,1,0.9,0,"[38, 6]","[32, 6]","[13, 2]","[15, 2]",0.1817995085470419,0.1763943164704698,0.18195221349950186,0.1792885742777404
2,3.4,9.9,3.1,1,1,2,1,0.9,0,"[38, 6]","[13, 3]","[13, 2]","[15, 2]",0.18705562857875535,0.1799596531133364,0.19683810267792348,0.19108736675286625
2,3.6,9.9,3.1,1,1,2,1,0.9,0,"[38, 6]","[16, 3]","[13, 2]","[15, 2]",0.19678743408204508,0.1824711078952132,0.19641589798815598,0.19212451534862035
2,3.8,9.9,3.1,1,1,2,1,0.9,0,"[38, 6]","[19, 3]","[12, 2]","[14, 2]",0.19023078257559034,0.19509279341120622,0.19845210866595817,0.19735228760593163
2,4.0,9.9,3.1,1,1,2,1,0.9,0,"[38, 6]","[21, 3]","[12, 2]","[14, 2]",0.21144120921690004,0.19422606536927836,0.20392341997622881,0.20801244063573637
2,4.2,9.9,3.1,1,1,2,1,0.9,0,"[38, 6]","[22, 2]","[12, 2]","[13, 2]",0.21601009881240474,0.20727311889849045,0.22065168968271642,0.20578948272013228
